Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition,Playing Time_90s
23,John,BRA,GK,Internacional,,26,1996,9,9,810,,0.56,0.56,4.33,3.78,87.2,0.56,0.33,0.11,0.56,55.6,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/33a235af/John,33a235af,Brazilian Serie A,9.0
24,Jori,BRA,GK,América (MG),,26,1996,11,11,990,,2.27,2.27,6.55,4.36,68.1,0.09,0.27,0.64,0.0,0.0,0.18,0.18,0.0,0.0,0.0,https://fbref.com/en/players/9aecb45b/Jori,9aecb45b,Brazilian Serie A,11.0
25,Keiller,BRA,GK,Internacional,,26,1996,10,10,900,,1.5,1.5,4.3,2.7,67.4,0.2,0.2,0.6,0.1,10.0,0.2,0.1,0.1,0.0,50.0,https://fbref.com/en/players/e38fde76/Keiller,e38fde76,Brazilian Serie A,10.0
26,Maurício Kozlinski,BRA,GK,Fortaleza,,31,1991,1,1,90,,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/19ad88fa/Mauricio-Kozlinski,19ad88fa,Brazilian Serie A,1.0
27,Leonardo Linck,BRA,GK,Ath Paranaense,,21,2001,5,5,450,,1.2,1.2,6.0,4.6,80.0,0.4,0.6,0.0,0.2,20.0,0.2,0.0,0.2,0.0,100.0,https://fbref.com/en/players/bc30a70d/Leonardo-Linck,bc30a70d,Brazilian Serie A,5.0
28,Marcelo Lomba,BRA,GK,Palmeiras,,36,1986,3,3,270,,1.0,1.0,5.33,4.33,87.5,0.33,0.0,0.67,0.33,33.3,0.33,0.33,0.0,0.0,0.0,https://fbref.com/en/players/e4835e3c/Marcelo-Lomba,e4835e3c,Brazilian Serie A,3.0
29,Lucão,BRA,GK,Bragantino,,21,2001,5,5,450,,1.6,1.6,2.8,1.2,50.0,0.4,0.4,0.2,0.2,20.0,0.2,0.2,0.0,0.0,0.0,https://fbref.com/en/players/ebb5a0df/Lucao,ebb5a0df,Brazilian Serie A,5.0
30,Pedro Luccas,BRA,GK,Coritiba,,19,2004,3,3,270,,1.33,1.33,7.0,5.67,85.7,0.0,0.33,0.67,0.0,0.0,0.33,0.33,0.0,0.0,0.0,https://fbref.com/en/players/e5c4ba1f/Pedro-Luccas,e5c4ba1f,Brazilian Serie A,3.0
31,Matheus Mendes,BRA,GK,Atlético Mineiro,,23,1999,2,2,180,,0.5,0.5,4.0,3.5,87.5,1.0,0.0,0.0,0.5,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/d0d01f62/Matheus-Mendes,d0d01f62,Brazilian Serie A,2.0
32,Carlos Miguel,BRA,GK,Corinthians,,24,1998,2,1,110,,0.0,0.0,5.0,5.0,100.0,0.83,0.0,0.0,1.67,200.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/84454067/Carlos-Miguel,84454067,Brazilian Serie A,1.2
33,Fernando Miguel,BRA,GK,Fortaleza,,37,1985,6,5,462,,0.98,0.97,5.49,4.51,82.1,0.39,0.59,0.0,0.2,20.0,0.2,0.0,0.0,0.2,,https://fbref.com/en/players/f1f06658/Fernando-Miguel,f1f06658,Brazilian Serie A,5.1
34,Mateus Pasinato,BRA,GK,América (MG),,30,1992,10,10,900,,2.0,2.0,5.9,3.9,67.8,0.2,0.4,0.4,0.1,10.0,0.2,0.1,0.0,0.1,0.0,https://fbref.com/en/players/f16f9b47/Mateus-Pasinato,f16f9b47,Brazilian Serie A,10.0
35,João Paulo,BRA,GK,Santos,,27,1995,36,36,3211,,1.43,1.43,5.07,3.64,74.0,0.31,0.28,0.42,0.22,22.2,0.17,0.11,0.03,0.03,20.0,https://fbref.com/en/players/d0102ca0/Joao-Paulo,d0102ca0,Brazilian Serie A,35.7
36,Lucas Perri,BRA,GK,Botafogo (RJ),,25,1997,38,38,3375,,0.96,0.96,4.43,3.49,78.3,0.48,0.27,0.27,0.4,39.5,0.03,0.0,0.0,0.03,,https://fbref.com/en/players/5dbd461a/Lucas-Perri,5dbd461a,Brazilian Serie A,37.5
37,Rafael Pires,BRA,GK,São Paulo,,33,1989,33,33,2970,,1.03,1.03,3.55,2.55,76.1,0.39,0.24,0.36,0.39,39.4,0.21,0.18,0.0,0.03,0.0,https://fbref.com/en/players/539f6761/Rafael-Pires,539f6761,Brazilian Serie A,33.0
38,Luan Polli,BRA,GK,Coritiba,,29,1993,5,4,385,,2.09,2.1,6.98,4.88,73.3,0.23,0.0,0.7,0.0,0.0,0.23,0.23,0.0,0.0,0.0,https://fbref.com/en/players/96aa89c4/Luan-Polli,96aa89c4,Brazilian Serie A,4.3
39,Marcelo Rangel,BRA,GK,Goiás,,34,1988,3,3,270,,2.67,2.67,4.67,2.33,57.1,0.33,0.0,0.67,0.0,0.0,0.67,0.67,0.0,0.0,0.0,https://fbref.com/en/players/c293dc73/Marcelo-Rangel,c293dc73,Brazilian Serie A,3.0
40,Pedro Rangel,BRA,GK,Fluminense,,22,2000,2,2,180,,2.5,2.5,5.0,2.5,50.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/06dc2861/Pedro-Rangel,06dc2861,Brazilian Serie A,2.0
41,João Ricardo Riedi,BRA,GK,Fortaleza,,34,1988,32,32,2868,,1.22,1.22,4.11,2.88,72.5,0.41,0.16,0.44,0.25,25.0,0.19,0.09,0.06,0.03,40.0,https://fbref.com/en/players/4729d71a/Joao-Ricardo-Riedi,4729d71a,Brazilian Serie A,31.9
42,Sergio Rochet,URU,GK,Internacional,,29,1993,19,19,1710,,1.32,1.32,4.32,3.05,75.6,0.42,0.26,0.32,0.26,26.3,0.26,0.26,0.0,0.0,0.0,https://fbref.com/en/players/81b99b9e/Sergio-Rochet,81b99b9e,Brazilian Serie A,19.0
43,Agustín Rossi,ARG,GK,Flamengo,,27,1995,15,15,1350,,0.8,0.8,3.6,2.8,81.5,0.53,0.2,0.27,0.53,53.3,0.13,0.13,0.0,0.0,0.0,https://fbref.com/en/players/ef223e5f/Agustin-Rossi,ef223e5f,Brazilian Serie A,15.0
44,Santos,BRA,GK,Flamengo,,32,1990,6,5,490,,1.48,1.47,4.44,2.96,70.8,0.37,0.0,0.56,0.37,40.0,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/b8d0b69c/Santos,b8d0b69c,Brazilian Serie A,5.4
45,Cleiton Schwengber,BRA,GK,Bragantino,,25,1997,33,33,2970,,0.82,0.82,3.52,2.7,81.9,0.45,0.27,0.27,0.48,48.5,0.21,0.18,0.03,0.0,14.3,https://fbref.com/en/players/d24ae824/Cleiton-Schwengber,d24ae824,Brazilian Serie A,33.0
46,Tadeu,BRA,GK,Goiás,,30,1992,35,35,3150,,1.29,1.29,4.63,3.34,74.1,0.23,0.31,0.46,0.29,28.6,0.09,0.09,0.0,0.0,0.0,https://fbref.com/en/players/8445554f/Tadeu,8445554f,Brazilian Serie A,35.0
47,Vladimir,BRA,GK,Santos,,33,1989,3,2,209,,5.65,5.6,9.13,4.35,38.1,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/bbae502c/Vladimir,bbae502c,Brazilian Serie A,2.3
48,Walter,BRA,GK,Cuiabá,,35,1987,35,35,3150,,1.0,1.0,3.97,3.03,77.7,0.37,0.26,0.37,0.34,34.3,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/8bae322b/Walter,8bae322b,Brazilian Serie A,35.0
49,Wéverton,BRA,GK,Palmeiras,,35,1987,35,35,3150,,0.86,0.86,3.8,2.94,79.7,0.54,0.29,0.17,0.43,42.9,0.11,0.09,0.03,0.0,25.0,https://fbref.com/en/players/81be82e9/Weverton,81be82e9,Brazilian Serie A,35.0
1,Lucas Acosta,ARG,GK,Lanús,,27,1995,18,18,1620,,0.94,0.94,3.61,2.67,75.4,0.39,0.39,0.22,0.39,38.9,0.06,0.06,0.0,0.0,0.0,https://fbref.com/en/players/50f7c408/Lucas-Acosta,50f7c408,Argentina Liga Profesional,18.0
2,Facundo Altamirano,ARG,GK,San Lorenzo,,26,1996,5,5,450,,0.8,0.8,5.8,5.0,89.7,0.6,0.0,0.4,0.6,60.0,0.2,0.2,0.0,0.0,0.0,https://fbref.com/en/players/84d5fd29/Facundo-Altamirano,84d5fd29,Argentina Liga Profesional,5.0
3,Mariano Andújar,ARG,GK,Estudiantes,,39,1983,25,25,2250,,0.76,0.76,2.52,1.76,74.6,0.48,0.36,0.16,0.44,44.0,0.16,0.12,0.04,0.0,25.0,https://fbref.com/en/players/609cd867/Mariano-Andujar,609cd867,Argentina Liga Profesional,25.0
4,Ignacio Arce,ARG,GK,Platense,,30,1992,5,5,450,,2.2,2.2,4.8,3.0,58.3,0.2,0.4,0.4,0.0,0.0,0.4,0.2,0.2,0.0,50.0,https://fbref.com/en/players/707fcc63/Ignacio-Arce,707fcc63,Argentina Liga Profesional,5.0
5,Gabriel Arias,CHI,GK,Racing Club,,35,1987,24,24,2134,,1.27,1.27,3.71,2.45,68.2,0.34,0.34,0.34,0.25,25.0,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/9f9cbfca/Gabriel-Arias,9f9cbfca,Argentina Liga Profesional,23.7
6,Franco Armani,ARG,GK,River Plate,,36,1986,26,26,2340,,0.65,0.65,2.73,2.08,78.9,0.73,0.12,0.15,0.54,53.8,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/b3e42951/Franco-Armani,b3e42951,Argentina Liga Profesional,26.0
7,Augusto Batalla,ARG,GK,San Lorenzo,,26,1996,22,22,1980,,0.41,0.41,2.68,2.18,86.4,0.41,0.45,0.14,0.64,63.6,0.14,0.05,0.09,0.0,66.7,https://fbref.com/en/players/fc627681/Augusto-Batalla,fc627681,Argentina Liga Profesional,22.0
8,Enrique Bologna,ARG,GK,Defensa y Just,,40,1982,6,6,540,,1.17,1.17,4.33,3.17,76.9,0.5,0.33,0.17,0.33,33.3,0.17,0.17,0.0,0.0,0.0,https://fbref.com/en/players/33330466/Enrique-Bologna,33330466,Argentina Liga Profesional,6.0
9,Jorge Broun,ARG,GK,Rosario Cent,,36,1986,23,23,2070,,1.0,1.0,4.0,2.96,77.2,0.35,0.48,0.17,0.43,43.5,0.13,0.09,0.04,0.0,33.3,https://fbref.com/en/players/6503ae16/Jorge-Broun,6503ae16,Argentina Liga Profesional,23.0
10,Leonardo Burián,URU,GK,Vélez Sarsfield,,39,1984,19,19,1665,,0.86,0.86,2.76,2.0,72.5,0.27,0.49,0.27,0.32,31.6,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/c3cc43dc/Leonardo-Burian,c3cc43dc,Argentina Liga Profesional,18.5
11,Facundo Cambeses,ARG,GK,Banfield,,25,1997,27,27,2430,,1.19,1.19,3.81,2.67,70.9,0.26,0.33,0.41,0.44,44.4,0.11,0.07,0.0,0.04,0.0,https://fbref.com/en/players/0a7c2b06/Facundo-Cambeses,0a7c2b06,Argentina Liga Profesional,27.0
12,Dante Campisi,ARG,GK,CA Huracán,,26,1996,2,2,180,,1.5,1.5,4.0,2.5,62.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/3dff7ccb/Dante-Campisi,3dff7ccb,Argentina Liga Profesional,2.0
13,Jorge Carranza,ARG,GK,Instituto Atlético Central Córdoba,,41,1981,17,17,1522,,1.18,1.18,4.56,3.37,79.2,0.3,0.3,0.41,0.3,29.4,0.24,0.24,0.0,0.0,0.0,https://fbref.com/en/players/bd5c46c3/Jorge-Carranza,bd5c46c3,Argentina Liga Profesional,16.9
14,Ezequiel Centurión,ARG,GK,River Plate,,25,1997,1,1,90,,3.0,3.0,5.0,2.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/d2313e46/Ezequiel-Centurion,d2313e46,Argentina Liga Profesional,1.0
15,Lucas Chávez,ARG,GK,CA Huracán,,27,1995,25,25,2250,,1.04,1.04,3.4,2.36,71.8,0.24,0.24,0.52,0.28,28.0,0.12,0.08,0.04,0.0,33.3,https://fbref.com/en/players/47e44704/Lucas-Chavez,47e44704,Argentina Liga Profesional,25.0
16,Ignacio Chicco,ARG,GK,Colón,,26,1996,27,27,2430,,1.22,1.22,4.59,3.41,78.2,0.15,0.48,0.37,0.26,25.9,0.22,0.22,0.0,0.0,0.0,https://fbref.com/en/players/3723f64a/Ignacio-Chicco,3723f64a,Argentina Liga Profesional,27.0
17,Andrés Desábato,ARG,GK,Barracas Central,,32,1990,24,24,2160,,1.0,1.0,4.08,3.13,77.6,0.29,0.42,0.29,0.42,41.7,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/bf3b5c92/Andres-Desabato,bf3b5c92,Argentina Liga Profesional,24.0
18,José Devecchi,ARG,GK,Sarmiento,,27,1995,6,6,540,,1.33,1.33,5.0,3.67,73.3,0.0,0.33,0.67,0.17,16.7,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/5d448a04/Jose-Devecchi,5d448a04,Argentina Liga Profesional,6.0
19,Tomás Durso,ARG,GK,Gimnasia ELP,,23,1999,26,26,2340,,1.35,1.35,3.85,2.54,67.0,0.27,0.35,0.38,0.31,30.8,0.08,0.08,0.0,0.0,0.0,https://fbref.com/en/players/a7245aa0/Tomas-Durso,a7245aa0,Argentina Liga Profesional,26.0
20,Gastón Gómez,ARG,GK,Vélez Sarsfield,,26,1996,9,8,765,,1.29,1.29,4.47,3.18,73.7,0.0,0.35,0.59,0.35,37.5,0.12,0.12,0.0,0.0,0.0,https://fbref.com/en/players/33c24be0/Gaston-Gomez,33c24be0,Argentina Liga Profesional,8.5
21,Javier Hernán García,ARG,GK,Boca Juniors,,36,1987,4,4,360,,1.0,1.0,2.5,1.5,60.0,0.5,0.25,0.25,0.25,25.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/55c66abd/Javier-Hernan-Garcia,55c66abd,Argentina Liga Profesional,4.0
22,Guido Herrera,ARG,GK,Talleres,,30,1992,27,27,2430,,0.85,0.85,3.78,3.0,80.4,0.52,0.3,0.19,0.37,37.0,0.11,0.11,0.0,0.0,0.0,https://fbref.com/en/players/4b9b1f3a/Guido-Herrera,4b9b1f3a,Argentina Liga Profesional,27.0
23,Lucas Hoyos,ARG,GK,Newell's OB,,33,1989,27,27,2430,,0.89,0.89,3.26,2.26,75.0,0.3,0.41,0.3,0.44,44.4,0.19,0.07,0.11,0.0,60.0,https://fbref.com/en/players/848cbc52/Lucas-Hoyos,848cbc52,Argentina Liga Profesional,27.0
24,Marcos Ignacio Ledesma,ARG,GK,CC Córdoba,,26,1996,18,18,1620,,1.17,1.17,4.22,3.06,75.0,0.28,0.28,0.44,0.28,27.8,0.17,0.11,0.06,0.0,33.3,https://fbref.com/en/players/97232163/Marcos-Ignacio-Ledesma,97232163,Argentina Liga Profesional,18.0
25,Nelson Insfrán,ARG,GK,Gimnasia ELP,,27,1995,1,1,90,,3.0,3.0,7.0,4.0,71.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/6a72010c/Nelson-Insfran,6a72010c,Argentina Liga Profesional,1.0
26,Federico Lanzillota,ARG,GK,Argentinos Jun,,30,1992,14,14,1260,,1.07,1.07,2.86,1.79,67.5,0.36,0.21,0.43,0.43,42.9,0.14,0.14,0.0,0.0,0.0,https://fbref.com/en/players/c2b0169e/Federico-Lanzillota,c2b0169e,Argentina Liga Profesional,14.0
27,Nahuel Losada,ARG,GK,Club Atlético Belgrano,,29,1993,26,26,2292,,0.94,0.94,3.84,2.86,77.6,0.35,0.24,0.43,0.47,46.2,0.16,0.08,0.08,0.0,50.0,https://fbref.com/en/players/f07d5b4d/Nahuel-Losada,f07d5b4d,Argentina Liga Profesional,25.5
28,Ramiro Macagno,ARG,GK,Platense,,25,1997,22,22,1980,,0.82,0.82,3.27,2.45,77.8,0.36,0.23,0.41,0.45,45.5,0.09,0.09,0.0,0.0,0.0,https://fbref.com/en/players/64293bed/Ramiro-Macagno,64293bed,Argentina Liga Profesional,22.0
29,Matías Mansilla,ARG,GK,CC Córdoba,,26,1996,9,9,810,,1.0,1.0,4.11,3.11,75.7,0.22,0.33,0.44,0.44,44.4,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/30c0c914/Matias-Mansilla,30c0c914,Argentina Liga Profesional,9.0
30,Tomás Marchiori,ARG,GK,Tucumán,,27,1995,27,27,2430,,1.0,1.0,4.07,3.07,78.2,0.33,0.37,0.3,0.41,40.7,0.15,0.11,0.04,0.0,25.0,https://fbref.com/en/players/1c00ff13/Tomas-Marchiori,1c00ff13,Argentina Liga Profesional,27.0
31,Gonzalo Marinelli,ARG,GK,Tigre,,33,1989,25,25,2250,,1.12,1.12,4.16,3.04,74.0,0.28,0.28,0.44,0.24,24.0,0.04,0.04,0.0,0.0,0.0,https://fbref.com/en/players/d9caf300/Gonzalo-Marinelli,d9caf300,Argentina Liga Profesional,25.0
32,Alexis Martin Arias,ARG,GK,Argentinos Jun,,30,1992,13,13,1170,,0.54,0.54,2.85,2.23,89.2,0.46,0.31,0.23,0.54,53.8,0.31,0.23,0.08,0.0,25.0,https://fbref.com/en/players/f2ba9b05/Alexis-Martin-Arias,f2ba9b05,Argentina Liga Profesional,13.0
33,Diego Matías Rodríguez,ARG,GK,Godoy Cruz,,33,1989,26,26,2340,,1.15,1.15,3.65,2.54,75.8,0.38,0.31,0.31,0.31,30.8,0.27,0.27,0.0,0.0,0.0,https://fbref.com/en/players/19f4d2c0/Diego-Matias-Rodriguez,19f4d2c0,Argentina Liga Profesional,26.0
34,Alejandro Medina,ARG,GK,Arsenal,,35,1987,27,27,2430,,1.26,1.26,4.59,3.52,76.6,0.22,0.15,0.63,0.19,18.5,0.19,0.19,0.0,0.0,0.0,https://fbref.com/en/players/43d66dad/Alejandro-Medina,43d66dad,Argentina Liga Profesional,27.0
35,Santiago Mele,URU,GK,CA Unión,,25,1997,16,16,1440,,0.94,0.94,3.69,2.69,78.0,0.25,0.44,0.31,0.44,43.8,0.19,0.13,0.06,0.0,33.3,https://fbref.com/en/players/62849d22/Santiago-Mele,62849d22,Argentina Liga Profesional,16.0
36,Sebastián Meza,ARG,GK,Sarmiento,,22,2000,21,21,1890,,0.86,0.86,4.67,3.76,85.7,0.33,0.33,0.33,0.48,47.6,0.24,0.19,0.05,0.0,20.0,https://fbref.com/en/players/a3f3cf7a/Sebastian-Meza,a3f3cf7a,Argentina Liga Profesional,21.0
37,Lautaro Morales,ARG,GK,Lanús,,23,1999,9,9,802,,1.01,1.01,2.13,1.24,52.6,0.56,0.22,0.22,0.22,22.2,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/119a4577/Lautaro-Morales,119a4577,Argentina Liga Profesional,8.9
38,Sebastián Moyano,ARG,GK,CA Unión,,32,1990,11,11,990,,0.91,0.91,2.82,1.91,71.0,0.18,0.45,0.36,0.55,54.5,0.09,0.09,0.0,0.0,0.0,https://fbref.com/en/players/e4bcd56b/Sebastian-Moyano,e4bcd56b,Argentina Liga Profesional,11.0
39,Rodrigo Rey,ARG,GK,Independiente,,31,1991,27,27,2430,,1.19,1.19,3.67,2.48,72.7,0.22,0.37,0.41,0.3,29.6,0.22,0.19,0.04,0.0,16.7,https://fbref.com/en/players/6436748b/Rodrigo-Rey,6436748b,Argentina Liga Profesional,27.0
40,Manuel Roffo,ARG,GK,Instituto Atlético Central Córdoba,,22,2000,11,10,905,,1.49,1.49,5.84,4.46,76.3,0.3,0.3,0.4,0.4,40.0,0.1,0.1,0.0,0.0,0.0,https://fbref.com/en/players/b50e5848/Manuel-Roffo,b50e5848,Argentina Liga Profesional,10.1
41,Santiago Rojas,PAR,GK,Tigre,,26,1996,2,2,180,,0.5,0.5,4.0,3.5,87.5,1.0,0.0,0.0,0.5,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/6ce17eba/Santiago-Rojas,6ce17eba,Argentina Liga Profesional,2.0
42,Sergio Romero,ARG,GK,Boca Juniors,,35,1987,23,23,2070,,0.87,0.87,3.61,2.7,79.5,0.48,0.17,0.35,0.43,43.5,0.26,0.13,0.13,0.0,50.0,https://fbref.com/en/players/1e26e376/Sergio-Romero,1e26e376,Argentina Liga Profesional,23.0
43,Daniel Sappa,ARG,GK,Estudiantes,,27,1995,2,2,180,,2.5,2.5,6.5,4.0,69.2,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,https://fbref.com/en/players/7185dd2c/Daniel-Sappa,7185dd2c,Argentina Liga Profesional,2.0
44,Rodrigo Saracho,ARG,GK,Godoy Cruz,,29,1994,1,1,90,,2.0,2.0,3.0,1.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/8ba6fbcc/Rodrigo-Saracho,8ba6fbcc,Argentina Liga Profesional,1.0
45,Gaspar Servio,ARG,GK,Rosario Cent,,30,1992,4,4,360,,1.5,1.5,6.75,5.25,77.8,0.5,0.25,0.25,0.25,25.0,0.25,0.0,0.0,0.25,,https://fbref.com/en/players/62667393/Gaspar-Servio,62667393,Argentina Liga Profesional,4.0
46,Matías Tagliamonte,ARG,GK,Racing Club,,24,1998,4,3,296,,1.52,1.52,4.55,3.03,66.7,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/bafc3bbe/Matias-Tagliamonte,bafc3bbe,Argentina Liga Profesional,3.3
47,Ezequiel Unsain,ARG,GK,Defensa y Just,,27,1995,21,21,1890,,0.76,0.76,4.24,3.48,82.0,0.43,0.29,0.29,0.57,57.1,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/036f15cf/Ezequiel-Unsain,036f15cf,Argentina Liga Profesional,21.0
48,Manuel Vicentini,ARG,GK,Club Atlético Belgrano,,32,1990,2,1,136,,1.33,1.32,5.33,4.0,75.0,0.67,0.0,0.0,0.67,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a949c8a0/Manuel-Vicentini,a949c8a0,Argentina Liga Profesional,1.5
49,Guido Villar,ARG,GK,Barracas Central,,27,1995,3,3,270,,2.0,2.0,5.33,3.33,62.5,0.33,0.33,0.33,0.33,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/ea1ab6f4/Guido-Villar,ea1ab6f4,Argentina Liga Profesional,3.0
