Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
464,William Carvalho,POR,MF,Betis,es La Liga,32-023,1992,6.3,91.1,1.59,13.2,65.2,13.3,1.11,91.1,2.06,0.63,30.8,1.27,61.5,54.8,216.8,110.5,1.59,2.06,0.00,0.95,1.27,71.6,1.59,https://fbref.com/en/players/dee86451/William-Carvalho,dee86451,Big 5 combined
465,Cesare Casadei,ITA,"FW,MF",Chelsea,eng Premier League,21-111,2003,0.5,116.0,8.00,22.0,78.0,16.0,2.00,116.0,4.00,4.00,100.0,0.00,0.0,60.0,384.0,60.0,0.00,0.00,0.00,6.00,0.00,92.0,4.00,https://fbref.com/en/players/fb920f3a/Cesare-Casadei,fb920f3a,Big 5 combined
466,Marc Casado,ESP,MF,Barcelona,es La Liga,20-229,2003,0.2,55.0,10.0,20.0,30.0,5.00,0.00,55.0,0.00,0.00,,0.00,,25.0,145.0,70.0,5.00,0.00,0.00,0.00,0.00,35.0,0.00,https://fbref.com/en/players/2ef08833/Marc-Casado,2ef08833,Big 5 combined
467,Nicolò Casale,ITA,DF,Lazio,it Serie A,26-076,1998,15.7,69.3,8.09,30.3,37.5,2.04,0.51,69.3,0.25,0.13,50.0,0.00,0.0,39.0,230.2,134.5,1.27,0.57,0.06,0.13,0.06,48.7,0.25,https://fbref.com/en/players/3f5f38fb/Nicolo-Casale,3f5f38fb,Big 5 combined
468,Casemiro,BRA,"MF,DF",Manchester Utd,eng Premier League,32-067,1992,18.0,79.1,6.89,26.7,40.3,12.6,2.17,79.1,0.94,0.44,47.1,0.44,47.1,43.7,148.1,70.8,0.56,1.06,0.06,0.78,0.78,51.7,1.94,https://fbref.com/en/players/4d224fe8/Casemiro,4d224fe8,Big 5 combined
469,Matty Cash,POL,DF,Aston Villa,eng Premier League,26-267,1997,23.1,63.2,3.81,20.7,27.8,15.2,2.29,63.2,1.73,0.48,27.5,0.87,50.0,36.4,206.0,94.1,2.60,1.73,0.78,0.87,0.65,37.9,4.03,https://fbref.com/en/players/2389cdc2/Matty-Cash,2389cdc2,Big 5 combined
470,Josué Casimir,FRA,"FW,DF",Le Havre,fr Ligue 1,22-219,2001,19.9,47.3,1.46,10.3,20.4,17.9,1.96,47.3,3.07,1.11,36.1,1.76,57.4,30.7,218.9,87.0,2.56,1.56,0.90,1.91,1.16,28.1,6.38,https://fbref.com/en/players/481f76cf/Josue-Casimir,481f76cf,Big 5 combined
471,Giuseppe Caso,ITA,"FW,MF",Frosinone,it Serie A,25-143,1998,4.6,38.7,0.22,2.39,11.7,26.1,2.83,38.7,7.83,3.26,41.7,3.91,50.0,28.0,207.0,98.0,3.26,3.04,1.30,3.26,2.17,30.7,8.04,https://fbref.com/en/players/099a2de5/Giuseppe-Caso,099a2de5,Big 5 combined
472,Cristian Cásseres Jr.,VEN,MF,Toulouse,fr Ligue 1,24-101,2000,18.7,58.4,2.83,13.9,35.4,9.89,1.23,58.4,0.80,0.53,66.7,0.27,33.3,38.9,187.5,87.4,0.75,1.02,0.05,1.02,0.48,36.3,2.25,https://fbref.com/en/players/f86fe8c1/Cristian-Casseres-Jr,f86fe8c1,Big 5 combined
473,Timothy Castagne,BEL,DF,Fulham,eng Premier League,28-147,1995,27.3,67.1,3.88,24.0,28.8,14.6,2.05,67.1,1.06,0.59,55.2,0.37,34.5,30.7,131.8,64.2,1.65,0.84,0.22,0.84,0.33,38.7,3.99,https://fbref.com/en/players/197640fd/Timothy-Castagne,197640fd,Big 5 combined
474,Koen Casteels,BEL,GK,Wolfsburg,de Bundesliga,31-310,1992,22.0,40.5,31.8,40.1,0.36,0.00,0.00,40.5,0.00,0.00,,0.00,,24.2,125.2,77.0,0.00,0.00,0.00,0.05,0.00,20.8,0.00,https://fbref.com/en/players/db401046/Koen-Casteels,db401046,Big 5 combined
475,Valentín Castellanos,ARG,FW,Lazio,it Serie A,25-210,1998,16.3,37.2,0.55,2.21,17.8,17.7,6.13,37.2,2.15,0.67,31.4,1.41,65.7,17.3,75.5,26.5,0.86,0.67,0.43,3.25,1.10,26.9,7.36,https://fbref.com/en/players/da76bab4/Valentin-Castellanos,da76bab4,Big 5 combined
476,Jean-Charles Castelletto,CMR,DF,Nantes,fr Ligue 1,29-095,1995,26.4,57.6,5.57,24.2,28.1,5.57,0.83,57.6,0.53,0.30,57.1,0.23,42.9,41.3,219.2,106.6,0.91,0.80,0.04,0.49,0.27,37.3,1.17,https://fbref.com/en/players/e0f3a1f6/Jean-Charles-Castelletto,e0f3a1f6,Big 5 combined
477,Samu Castillejo,ESP,"FW,MF",Sassuolo,it Serie A,29-103,1995,6.0,61.8,0.83,6.33,25.0,31.7,2.33,61.8,3.17,1.50,47.4,1.33,42.1,41.3,285.7,139.8,4.50,4.00,1.17,3.83,3.00,46.3,7.50,https://fbref.com/en/players/130a7a3f/Samu-Castillejo,130a7a3f,Big 5 combined
478,Jonny Castro,ESP,MF,Wolves,eng Premier League,30-058,1994,0.1,20.0,10.0,10.0,10.0,0.00,0.00,20.0,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e28868f3/Jonny-Castro,e28868f3,Big 5 combined
479,Santiago Castro,ARG,FW,Bologna,it Serie A,19-214,2004,0.7,30.0,0.00,1.43,12.9,15.7,5.71,30.0,1.43,1.43,100.0,0.00,0.0,18.6,77.1,50.0,1.43,1.43,0.00,2.86,0.00,27.1,5.71,https://fbref.com/en/players/ee5565ae/Santiago-Castro,ee5565ae,Big 5 combined
480,Gaetano Castrovilli,ITA,MF,Fiorentina,it Serie A,27-073,1997,0.9,40.0,1.11,5.56,18.9,16.7,2.22,40.0,1.11,1.11,100.0,0.00,0.0,21.1,142.2,105.6,6.67,3.33,1.11,3.33,2.22,24.4,8.89,https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli,0728bebe,Big 5 combined
481,Danilo Cataldi,ITA,MF,Lazio,it Serie A,29-268,1994,14.7,69.5,2.79,14.7,46.0,9.39,0.00,69.5,0.54,0.41,75.0,0.14,25.0,32.9,158.1,69.1,0.61,0.61,0.00,0.61,0.34,48.0,0.48,https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi,ba3d3bea,Big 5 combined
482,Catena,ESP,DF,Osasuna,es La Liga,29-185,1994,23.3,57.0,7.08,28.8,26.8,1.93,1.03,57.0,0.21,0.13,60.0,0.09,40.0,29.4,119.6,57.2,0.21,0.04,0.00,0.13,0.17,33.0,0.00,https://fbref.com/en/players/274ab13c/Catena,274ab13c,Big 5 combined
483,Maximiliano Caufriez,BEL,DF,Clermont Foot,fr Ligue 1,27-074,1997,17.6,59.3,9.15,26.9,28.5,4.26,0.34,59.3,0.74,0.34,46.2,0.23,30.8,39.4,248.3,120.5,1.31,1.65,0.00,0.63,0.57,36.8,0.63,https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez,c92c24f0,Big 5 combined
484,Ivan Cavaleiro,POR,FW,Lille,fr Ligue 1,30-195,1993,8.5,42.4,0.71,4.82,18.8,18.9,3.53,42.4,2.12,1.18,55.6,0.94,44.4,32.7,176.8,62.6,2.12,1.53,0.59,2.94,1.29,31.1,8.94,https://fbref.com/en/players/979b811d/Ivan-Cavaleiro,979b811d,Big 5 combined
485,Dani Ceballos,ESP,"MF,FW",Real Madrid,es La Liga,27-267,1996,3.4,79.7,0.59,13.5,39.1,27.4,2.06,79.7,2.94,1.18,40.0,1.18,40.0,55.3,339.7,161.5,3.53,1.76,0.00,1.18,2.06,63.5,4.71,https://fbref.com/en/players/c0617e2b/Dani-Ceballos,c0617e2b,Big 5 combined
486,Emil Ceide,NOR,"FW,MF",Sassuolo,it Serie A,22-240,2001,2.0,42.5,0.50,6.50,15.5,22.5,4.50,42.5,10.5,6.50,61.9,3.50,33.3,27.5,290.5,159.5,6.00,3.00,2.50,2.00,2.50,31.0,8.00,https://fbref.com/en/players/98a84572/Emil-Ceide,98a84572,Big 5 combined
487,Zeki Çelik,TUR,DF,Roma,it Serie A,27-073,1997,5.5,54.2,3.09,16.7,23.8,14.0,1.27,54.2,1.27,0.55,42.9,0.73,57.1,30.2,146.4,57.5,0.91,2.00,0.36,1.64,0.91,30.0,5.09,https://fbref.com/en/players/31a62dc7/Zeki-Celik,31a62dc7,Big 5 combined
488,Álex Centelles,ESP,DF,Almería,es La Liga,26-174,1997,7.9,64.1,3.67,22.0,28.4,14.1,0.76,64.1,0.63,0.25,40.0,0.38,60.0,28.0,118.7,64.2,1.52,1.01,0.38,1.01,0.25,34.4,3.92,https://fbref.com/en/players/ae852b7d/Alex-Centelles,ae852b7d,Big 5 combined
489,Fabien Centonze,FRA,DF,Hellas Verona,it Serie A,28-105,1996,5.5,59.1,2.00,16.4,26.0,17.3,1.09,59.1,3.45,1.64,47.4,1.82,52.6,22.4,121.6,58.4,2.36,0.91,0.36,1.82,0.18,26.2,3.27,https://fbref.com/en/players/3c6bbbab/Fabien-Centonze,3c6bbbab,Big 5 combined
490,Fabien Centonze,FRA,DF,Nantes,fr Ligue 1,28-105,1996,1.0,63.0,2.00,14.0,31.0,20.0,1.00,63.0,3.00,0.00,0.0,3.00,100.0,43.0,288.0,131.0,5.00,4.00,0.00,0.00,0.00,39.0,5.00,https://fbref.com/en/players/3c6bbbab/Fabien-Centonze,3c6bbbab,Big 5 combined
491,Václav Černý,CZE,"FW,MF",Wolfsburg,de Bundesliga,26-196,1997,9.8,45.1,0.82,6.53,16.8,22.3,3.37,45.1,3.06,1.43,46.7,1.63,53.3,26.0,148.1,73.1,2.14,1.84,0.71,2.24,1.53,31.8,8.06,https://fbref.com/en/players/bb1cf301/Vaclav-Cerny,bb1cf301,Big 5 combined
492,Michele Cerofolini,ITA,GK,Frosinone,it Serie A,25-117,1999,3.5,34.9,29.4,34.9,0.00,0.00,0.00,34.9,0.00,0.00,,0.00,,16.9,106.3,74.3,0.00,0.00,0.00,0.00,0.00,15.4,0.00,https://fbref.com/en/players/efdeaff3/Michele-Cerofolini,efdeaff3,Big 5 combined
493,Alberto Cerri,ITA,FW,Empoli,it Serie A,28-014,1996,5.7,31.6,1.23,2.98,14.4,14.6,3.16,31.6,1.05,0.18,16.7,0.88,83.3,16.3,60.9,25.4,0.53,1.23,0.18,2.28,2.11,24.2,4.04,https://fbref.com/en/players/1079c685/Alberto-Cerri,1079c685,Big 5 combined
494,Leonardo Cerri,ITA,DF,Juventus,it Serie A,21-057,2003,0.1,20.0,0.00,0.00,0.00,20.0,0.00,20.0,0.00,0.00,,0.00,,10.0,60.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,20.0,https://fbref.com/en/players/58e08f40/Leonardo-Cerri,58e08f40,Big 5 combined
495,Franco Cervi,ARG,"MF,DF",Celta Vigo,es La Liga,29-340,1994,5.6,59.5,0.89,15.9,27.1,17.1,1.43,59.5,1.07,0.00,0.0,0.89,83.3,30.9,163.0,87.5,2.68,1.96,0.18,1.61,0.54,32.0,5.18,https://fbref.com/en/players/5e1028e5/Franco-Cervi,5e1028e5,Big 5 combined
496,Julian Chabot,GER,DF,Köln,de Bundesliga,26-078,1998,27.4,66.1,12.3,41.2,23.5,2.08,1.31,66.1,0.66,0.29,44.4,0.29,44.4,33.3,167.2,95.7,0.55,0.47,0.07,0.58,0.04,36.0,0.26,https://fbref.com/en/players/ae7058f9/Julian-Chabot,ae7058f9,Big 5 combined
497,El Chadaille Bitshiabu,FRA,"DF,MF",RB Leipzig,de Bundesliga,18-350,2005,0.2,205.0,5.00,75.0,85.0,45.0,5.00,205.0,0.00,0.00,,0.00,,135.0,535.0,160.0,5.00,0.00,5.00,0.00,0.00,140.0,20.0,https://fbref.com/en/players/2180c761/El-Chadaille-Bitshiabu,2180c761,Big 5 combined
498,Fares Chaïbi,ALG,"FW,MF",Toulouse,fr Ligue 1,21-154,2002,0.6,83.3,1.67,6.67,38.3,38.3,0.00,83.3,3.33,0.00,0.0,3.33,100.0,66.7,356.7,151.7,3.33,1.67,0.00,6.67,0.00,65.0,20.0,https://fbref.com/en/players/357103bd/Fares-Chaibi,357103bd,Big 5 combined
499,Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,de Bundesliga,21-154,2002,18.5,52.4,0.86,5.19,23.2,24.7,3.51,52.4,0.86,0.38,43.8,0.49,56.3,24.8,133.0,66.4,2.49,1.78,0.65,2.22,0.76,33.6,6.92,https://fbref.com/en/players/357103bd/Fares-Chaibi,357103bd,Big 5 combined
500,Trevoh Chalobah,ENG,DF,Chelsea,eng Premier League,24-300,1999,5.7,88.8,9.82,44.7,37.7,6.49,0.00,88.8,0.00,0.00,,0.00,,52.5,165.6,75.4,0.53,0.70,0.00,1.23,0.18,63.2,1.23,https://fbref.com/en/players/5515376c/Trevoh-Chalobah,5515376c,Big 5 combined
501,Muhammed Cham,AUT,"MF,FW",Clermont Foot,fr Ligue 1,23-217,2000,26.5,56.4,0.64,7.36,29.8,20.0,2.38,56.2,2.23,1.13,50.8,0.98,44.1,42.0,264.5,111.4,2.38,2.79,0.42,2.11,1.55,41.2,4.68,https://fbref.com/en/players/f527a32c/Muhammed-Cham,f527a32c,Big 5 combined
502,Calum Chambers,ENG,"DF,MF",Aston Villa,eng Premier League,29-101,1995,0.8,77.5,10.0,48.8,27.5,1.25,0.00,77.5,1.25,1.25,100.0,0.00,0.0,42.5,207.5,131.3,0.00,0.00,0.00,0.00,0.00,57.5,0.00,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers,dc6f5bdd,Big 5 combined
503,Timothy Chandler,USA,"MF,DF",Eint Frankfurt,de Bundesliga,34-032,1990,0.2,150.0,0.00,5.00,35.0,110.0,10.0,150.0,0.00,0.00,,0.00,,85.0,290.0,100.0,5.00,5.00,0.00,0.00,5.00,120.0,50.0,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler,b3b7f5a6,Big 5 combined
504,Brendan Chardonnet,FRA,DF,Brest,fr Ligue 1,29-130,1994,30.0,64.5,7.33,33.5,28.9,2.47,0.83,64.5,0.27,0.07,25.0,0.13,50.0,44.2,262.8,143.5,0.70,0.37,0.03,0.47,0.10,40.2,0.20,https://fbref.com/en/players/16aa7d4c/Brendan-Chardonnet,16aa7d4c,Big 5 combined
505,Charlys,BRA,MF,Hellas Verona,it Serie A,20-071,2004,0.0,2,0,0,1,1,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,https://fbref.com/en/players/eff9c9ea/Charlys,eff9c9ea,Big 5 combined
506,Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,es La Liga,26-020,1998,10.6,70.4,2.55,20.9,29.5,20.5,0.94,70.4,2.26,0.85,37.5,0.75,33.3,36.7,208.4,102.1,2.08,2.45,0.28,2.08,0.57,43.6,5.75,https://fbref.com/en/players/63c5e56b/Pep-Chavarria,63c5e56b,Big 5 combined
507,Jhoanner Chávez,ECU,DF,Lens,fr Ligue 1,22-005,2002,5.3,50.2,2.08,16.4,20.9,13.4,1.70,50.2,0.19,0.00,0.0,0.19,100.0,30.4,149.2,58.3,0.75,1.13,0.57,2.45,0.94,28.1,3.58,https://fbref.com/en/players/649b57e9/Jhoanner-Chavez,649b57e9,Big 5 combined
508,Walid Cheddira,MAR,FW,Frosinone,it Serie A,26-099,1998,19.9,26.0,0.50,1.21,12.3,12.7,3.72,25.9,1.46,0.45,31.0,0.95,65.5,15.7,78.1,30.8,1.21,0.40,0.75,3.17,1.46,20.1,5.28,https://fbref.com/en/players/0545a08e/Walid-Cheddira,0545a08e,Big 5 combined
509,Rayan Cherki,FRA,"FW,MF",Lyon,fr Ligue 1,20-257,2003,17.3,69.2,0.23,5.49,30.5,34.9,6.18,69.2,7.17,4.05,56.5,2.54,35.5,55.1,396.8,190.9,4.74,3.99,1.68,2.66,2.25,53.0,9.48,https://fbref.com/en/players/b34c63a5/Rayan-Cherki,b34c63a5,Big 5 combined
510,Youssef Chermiti,POR,FW,Everton,eng Premier League,19-342,2004,1.9,43.2,1.05,4.74,12.6,25.8,6.84,43.2,3.16,0.53,16.7,2.63,83.3,23.7,102.6,25.8,1.05,0.53,0.53,6.32,2.63,32.6,7.37,https://fbref.com/en/players/890f108d/Youssef-Chermiti,890f108d,Big 5 combined
511,Lucas Chevalier,FRA,GK,Lille,fr Ligue 1,22-176,2001,31.0,37.7,28.8,37.6,0.13,0.00,0.00,37.7,0.00,0.00,,0.00,,27.7,145.2,79.2,0.00,0.00,0.00,0.00,0.06,20.7,0.00,https://fbref.com/en/players/b3d76d84/Lucas-Chevalier,b3d76d84,Big 5 combined
512,Fabio Chiarodia,ITA,DF,M'Gladbach,de Bundesliga,18-330,2005,1.6,61.9,10.6,43.8,16.9,1.88,0.00,61.9,0.00,0.00,,0.00,,38.1,196.3,91.9,0.00,0.00,0.00,0.00,0.63,40.6,0.00,https://fbref.com/en/players/48780156/Fabio-Chiarodia,48780156,Big 5 combined
513,Federico Chiesa,ITA,FW,Juventus,it Serie A,26-188,1997,21.1,41.9,0.28,3.22,12.8,26.6,5.12,41.9,3.89,1.47,37.8,1.94,50.0,26.5,196.8,109.6,4.55,2.56,2.23,2.23,1.61,30.5,8.86,https://fbref.com/en/players/b0f7e36c/Federico-Chiesa,b0f7e36c,Big 5 combined
514,Ben Chilwell,ENG,DF,Chelsea,eng Premier League,27-131,1996,8.4,72.0,2.50,15.4,30.7,26.3,3.33,72.0,2.26,0.83,36.8,0.95,42.1,39.6,203.9,100.5,2.62,1.67,0.60,2.50,0.60,46.9,7.02,https://fbref.com/en/players/d2424d1b/Ben-Chilwell,d2424d1b,Big 5 combined
515,Tawanda Chirewa,ENG,"MF,FW",Wolves,eng Premier League,20-202,2003,1.6,51.9,1.25,10.0,26.3,16.3,3.13,51.9,1.88,0.63,33.3,1.25,66.7,30.0,116.3,32.5,0.63,1.25,0.63,3.75,1.88,38.1,5.00,https://fbref.com/en/players/34721c11/Tawanda-Chirewa,34721c11,Big 5 combined
516,Pedro Chirivella,ESP,MF,Nantes,fr Ligue 1,26-343,1997,27.8,68.4,2.09,13.1,44.7,10.9,0.94,68.4,0.29,0.18,62.5,0.07,25.0,54.4,235.4,87.2,0.36,0.83,0.14,0.79,0.50,51.3,1.98,https://fbref.com/en/players/68a26d51/Pedro-Chirivella,68a26d51,Big 5 combined
517,Leon Chiwome,ENG,FW,Wolves,eng Premier League,18-111,2006,1.9,20.5,1.58,2.63,13.2,5.26,2.11,20.5,0.00,0.00,,0.00,,8.42,45.3,26.3,0.53,0.00,0.53,1.58,1.05,9.47,3.68,https://fbref.com/en/players/a2852b4f/Leon-Chiwome,a2852b4f,Big 5 combined
518,Tahith Chong,NED,MF,Luton Town,eng Premier League,24-148,1999,19.1,37.2,1.36,7.33,15.9,14.7,2.67,37.2,3.14,0.99,31.7,1.41,45.0,23.8,157.0,79.2,2.30,2.09,0.47,2.72,2.04,25.9,4.55,https://fbref.com/en/players/2696b6a9/Tahith-Chong,2696b6a9,Big 5 combined
519,Joris Chotard,FRA,MF,Montpellier,fr Ligue 1,22-219,2001,26.1,50.3,4.14,16.5,27.3,6.90,0.65,50.3,0.38,0.11,30.0,0.27,70.0,32.3,147.2,58.1,0.38,0.54,0.08,0.77,0.50,26.7,1.34,https://fbref.com/en/players/7909ffa4/Joris-Chotard,7909ffa4,Big 5 combined
520,Andreas Christensen,DEN,"DF,MF",Barcelona,es La Liga,28-020,1996,18.7,80.6,5.51,27.6,49.4,3.85,0.75,80.6,0.27,0.16,60.0,0.11,40.0,52.7,245.6,145.6,1.12,0.80,0.00,0.27,0.43,62.5,0.27,https://fbref.com/en/players/1cb49278/Andreas-Christensen,1cb49278,Big 5 combined
521,Jacob Christensen,DEN,MF,Köln,de Bundesliga,22-310,2001,2.4,50.4,3.75,16.7,28.3,5.83,0.42,50.4,0.83,0.42,50.0,0.42,50.0,22.1,133.8,66.7,0.83,0.42,0.00,2.08,0.00,25.4,0.42,https://fbref.com/en/players/324ff0da/Jacob-Christensen,324ff0da,Big 5 combined
522,Oliver Christensen,DEN,GK,Fiorentina,it Serie A,25-039,1999,3.0,42.3,33.0,42.3,0.00,0.00,0.00,42.3,0.00,0.00,,0.00,,27.0,104.7,56.0,0.00,0.00,0.00,0.33,0.00,26.3,0.00,https://fbref.com/en/players/af104654/Oliver-Christensen,af104654,Big 5 combined
523,Ryan Christie,SCO,MF,Bournemouth,eng Premier League,29-068,1995,29.4,53.9,2.52,10.2,27.7,17.4,2.24,53.9,3.13,1.70,54.3,1.22,39.1,29.2,181.4,84.0,1.94,1.80,0.48,1.84,1.43,30.7,2.52,https://fbref.com/en/players/26ce2263/Ryan-Christie,26ce2263,Big 5 combined
524,Carney Chukwuemeka,ENG,"MF,FW",Chelsea,eng Premier League,20-193,2003,2.5,66.8,0.40,8.40,30.8,28.8,4.80,66.8,4.80,0.80,16.7,4.00,83.3,42.8,258.4,92.4,1.60,2.00,0.80,2.00,1.60,51.6,7.60,https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka,b2f9c73e,Big 5 combined
525,Samuel Chukwueze,NGA,FW,Milan,it Serie A,24-344,1999,9.9,51.2,0.51,6.06,21.3,24.3,5.15,51.2,5.76,1.82,31.6,3.33,57.9,35.7,236.4,120.9,4.75,2.32,2.12,2.32,1.41,38.0,10.6,https://fbref.com/en/players/b8a642fc/Samuel-Chukwueze,b8a642fc,Big 5 combined
526,Víctor Chust,ESP,DF,Cádiz,es La Liga,24-056,2000,16.9,59.9,6.86,31.1,27.4,1.42,0.71,59.9,0.12,0.06,50.0,0.06,50.0,33.6,187.2,80.1,0.59,0.06,0.00,0.30,0.06,36.7,0.12,https://fbref.com/en/players/ec1a731e/Victor-Chust,ec1a731e,Big 5 combined
527,Pathé Ciss,SEN,MF,Rayo Vallecano,es La Liga,30-045,1994,16.3,61.5,3.62,18.3,37.1,6.63,1.53,61.5,1.23,0.98,80.0,0.18,15.0,31.9,150.8,67.5,0.80,0.55,0.12,0.98,0.98,35.7,1.29,https://fbref.com/en/players/9a0408b6/Pathe-Ciss,9a0408b6,Big 5 combined
528,Djaoui Cissé,FRA,MF,Rennes,fr Ligue 1,20-090,2004,0.0,5,0,0,4,1,0,5,0,0,,0,,4,26,9,0,0,0,0,0,4,1,https://fbref.com/en/players/576ca93f/Djaoui-Cisse,576ca93f,Big 5 combined
529,Ibrahim Cissoko,NED,"FW,MF",Toulouse,fr Ligue 1,21-035,2003,2.6,56.9,0.00,4.23,15.4,38.1,9.23,56.9,10.4,6.15,59.3,3.85,37.0,45.8,316.2,181.9,7.69,3.46,4.23,3.46,1.15,41.9,14.2,https://fbref.com/en/players/abddf25d/Ibrahim-Cissoko,abddf25d,Big 5 combined
530,Giorgio Cittadini,ITA,DF,Monza,it Serie A,22-012,2002,0.2,40.0,10.0,15.0,20.0,5.00,0.00,40.0,0.00,0.00,,0.00,,25.0,205.0,90.0,5.00,0.00,0.00,5.00,0.00,25.0,5.00,https://fbref.com/en/players/e4ba67f2/Giorgio-Cittadini,e4ba67f2,Big 5 combined
531,Giorgio Cittadini,ITA,DF,Genoa,it Serie A,22-012,2002,0.1,70.0,20.0,40.0,30.0,0.00,0.00,70.0,0.00,0.00,,0.00,,20.0,150.0,150.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,https://fbref.com/en/players/e4ba67f2/Giorgio-Cittadini,e4ba67f2,Big 5 combined
532,Patrick Ciurria,ITA,"DF,MF",Monza,it Serie A,29-081,1995,17.8,57.4,2.19,15.1,23.1,19.7,1.74,57.4,1.35,0.51,37.5,0.62,45.8,33.5,167.5,88.8,2.30,2.30,0.51,1.07,0.34,39.9,5.28,https://fbref.com/en/players/5de3866c/Patrick-Ciurria,5de3866c,Big 5 combined
533,Bobby Clark,ENG,MF,Liverpool,eng Premier League,19-083,2005,1.0,70.0,4.00,11.0,34.0,26.0,6.00,70.0,4.00,0.00,0.0,3.00,75.0,45.0,286.0,149.0,3.00,0.00,2.00,3.00,6.00,48.0,7.00,https://fbref.com/en/players/73341ace/Bobby-Clark,73341ace,Big 5 combined
534,Jordan Clark,ENG,MF,Luton Town,eng Premier League,30-221,1993,13.1,48.3,2.37,9.08,23.4,16.4,2.60,48.3,2.98,0.84,28.2,1.68,56.4,26.9,149.8,70.2,1.30,1.30,0.46,1.83,1.60,31.0,2.75,https://fbref.com/en/players/7c5fa6cf/Jordan-Clark,7c5fa6cf,Big 5 combined
535,Alexis Claude-Maurice,FRA,MF,Nice,fr Ligue 1,25-329,1998,4.9,63.1,1.43,8.78,30.6,25.3,2.45,63.1,4.69,3.06,65.2,1.63,34.8,45.3,268.4,135.7,2.65,3.67,0.20,2.24,2.04,42.9,4.49,https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice,741418c3,Big 5 combined
536,Jonathan Clauss,FRA,DF,Marseille,fr Ligue 1,31-218,1992,21.3,78.3,2.72,16.1,34.3,28.9,1.41,78.3,1.55,0.85,54.5,0.66,42.4,50.7,271.0,123.8,2.58,2.72,0.33,1.64,0.28,46.8,6.76,https://fbref.com/en/players/5219ab4a/Jonathan-Clauss,5219ab4a,Big 5 combined
537,Silvi Clúa,ESP,MF,Girona,es La Liga,19-092,2005,0.0,10,0,4,6,0,0,10,0,0,,0,,3,10,8,0,0,0,2,0,5,0,https://fbref.com/en/players/b793dea2/Silvi-Clua,b793dea2,Big 5 combined
538,Nathaniel Clyne,ENG,DF,Crystal Palace,eng Premier League,33-025,1991,12.0,50.2,2.75,19.1,21.7,9.75,0.42,50.2,0.83,0.33,40.0,0.42,50.0,21.0,91.5,40.9,0.75,0.92,0.00,1.08,0.00,27.4,1.42,https://fbref.com/en/players/0442183b/Nathaniel-Clyne,0442183b,Big 5 combined
539,Marcus Coco,FRA,"DF,FW",Nantes,fr Ligue 1,27-311,1996,14.0,52.4,3.07,13.3,25.0,14.8,0.86,52.4,1.86,0.79,42.3,0.79,42.3,33.9,198.9,82.4,1.71,2.00,0.07,1.79,0.64,30.6,4.07,https://fbref.com/en/players/3010aefb/Marcus-Coco,3010aefb,Big 5 combined
540,Saúl Coco,EQG,DF,Las Palmas,es La Liga,25-081,1999,20.5,68.6,7.85,35.2,32.3,1.32,0.49,68.6,0.44,0.15,33.3,0.15,33.3,40.5,177.8,92.7,0.34,0.24,0.00,0.44,0.29,46.1,0.05,https://fbref.com/en/players/d0ee1652/Saul-Coco,d0ee1652,Big 5 combined
541,Séamus Coleman,IRL,DF,Everton,eng Premier League,35-202,1988,5.1,50.0,4.71,14.7,21.0,14.9,0.59,50.0,1.76,1.18,66.7,0.59,33.3,21.0,116.7,56.3,0.98,0.98,0.20,0.78,0.78,22.5,2.16,https://fbref.com/en/players/0420d84f/Seamus-Coleman,0420d84f,Big 5 combined
542,Maxime Colin,FRA,DF,Metz,fr Ligue 1,32-167,1991,17.4,57.5,4.25,18.6,27.1,12.3,0.46,57.5,1.32,0.63,47.8,0.63,47.8,28.6,168.9,69.7,1.21,0.69,0.17,0.98,0.52,25.2,1.09,https://fbref.com/en/players/2f71c116/Maxime-Colin,2f71c116,Big 5 combined
