Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
824,Sepp van den Berg,NED,DF,Mainz 05,de Bundesliga,22-132,2001,30,2569,86,92.1,28.5,0.98,90,0.95,0.07,27,0.00,0.90,1.02,1.54,-0.53,-0.53,+0.29,1.28,1.39,-0.12,-0.12,-0.09,https://fbref.com/en/players/7bf9400b/Sepp-van-den-Berg,7bf9400b,Big 5 combined
825,Leander Dendoncker,BEL,MF,Aston Villa,eng Premier League,29-015,1995,8,119,15,3.8,1.3,0.77,85,0.00,5.38,5,7.69,2.25,2.31,2.31,0.00,0.00,-0.62,2.00,1.31,0.77,+0.72,+0.57,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,5a7301ae,Big 5 combined
826,Leander Dendoncker,BEL,MF,Napoli,it Serie A,29-015,1995,3,24,8,0.8,0.3,0.00,,0.00,10.0,8,36.7,2.33,3.33,0.00,3.33,+3.75,+3.51,0.67,0.33,0.33,+0.35,-0.30,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,5a7301ae,Big 5 combined
827,Kastriot Dermaku,ALB,DF,Lecce,it Serie A,32-106,1992,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/2990c466/Kastriot-Dermaku,2990c466,Big 5 combined
828,Rémy Descamps,FRA,GK,Nantes,fr Ligue 1,27-310,1996,6,540,90,19.4,6.0,1.00,90,1.00,0.00,,2.83,1.33,1.67,1.83,-0.17,-0.17,+0.59,1.18,2.10,-0.92,-0.92,-0.53,https://fbref.com/en/players/477e50ce/Remy-Descamps,477e50ce,Big 5 combined
829,Mikkel Desler,DEN,DF,Toulouse,fr Ligue 1,29-071,1995,21,1353,64,48.5,15.0,1.07,77,0.53,0.33,24,0.13,1.24,1.13,1.13,0.00,0.00,+0.13,1.23,1.32,-0.09,-0.08,+0.29,https://fbref.com/en/players/1d5c96f8/Mikkel-Desler,1d5c96f8,Big 5 combined
830,Arthur Desmas,FRA,GK,Le Havre,fr Ligue 1,30-023,1994,30,2700,90,96.8,30.0,1.00,90,1.00,0.00,,0.00,0.97,0.97,1.30,-0.33,-0.33,+0.67,1.05,1.43,-0.38,-0.38,+1.12,https://fbref.com/en/players/e8c5dd4d/Arthur-Desmas,e8c5dd4d,Big 5 combined
831,Jacopo Desogus,ITA,FW,Cagliari,it Serie A,21-212,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/28d2bc57/Jacopo-Desogus,28d2bc57,Big 5 combined
832,Mattia Destro,ITA,"FW,MF",Empoli,it Serie A,33-041,1991,13,297,23,9.7,3.3,0.61,58,0.00,3.33,16,3.94,0.54,0.91,2.12,-1.21,-1.21,-0.63,0.91,1.73,-0.82,-0.81,-0.37,https://fbref.com/en/players/d7d32194/Mattia-Destro,d7d32194,Big 5 combined
833,Samuele Di Benedetto,GER,MF,Stuttgart,de Bundesliga,18-289,2005,1,7,7,0.3,0.1,0.00,,0.00,10.0,7,20.0,3.00,0.00,0.00,0.00,0.00,-1.03,0.00,0.00,0.00,+0.30,-0.71,https://fbref.com/en/players/7c254c75/Samuele-Di-Benedetto,7c254c75,Big 5 combined
834,Federico Di Francesco,ITA,"FW,MF",Lecce,it Serie A,29-321,1994,2,15,8,0.5,0.2,0.00,,0.00,10.0,8,0.00,2.00,10.0,0.00,10.0,+12.00,+12.59,1.00,3.00,-2.00,-2.17,-1.92,https://fbref.com/en/players/1fca9171/Federico-Di-Francesco,1fca9171,Big 5 combined
835,Raffaele Di Gennaro,ITA,GK,Inter,it Serie A,30-210,1993,0,,,,,0,,0,0,,33,,,,,,,,,,,,https://fbref.com/en/players/7a4050d5/Raffaele-Di-Gennaro,7a4050d5,Big 5 combined
836,Michele Di Gregorio,ITA,GK,Monza,it Serie A,26-278,1997,31,2692,87,88.0,29.9,1.04,87,0.97,0.00,,0.00,1.39,0.94,1.04,-0.10,-0.10,+1.12,0.97,1.37,-0.40,-0.40,+0.13,https://fbref.com/en/players/4e0c8d66/Michele-Di-Gregorio,4e0c8d66,Big 5 combined
837,Giovanni Di Lorenzo,ITA,DF,Napoli,it Serie A,30-270,1993,33,2970,90,97.1,33.0,1.00,90,1.00,0.00,,0.00,1.48,1.55,1.27,0.27,+0.27,+0.27,1.69,1.05,0.65,+0.65,+0.10,https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo,230a2fac,Big 5 combined
838,Alessandro Di Pardo,ITA,"DF,MF",Cagliari,it Serie A,24-287,1999,12,311,26,10.5,3.5,0.29,77,0.00,3.14,21,4.57,0.67,0.29,2.00,-1.71,-1.74,-1.26,0.74,1.83,-1.09,-1.11,-0.90,https://fbref.com/en/players/e0ce7038/Alessandro-Di-Pardo,e0ce7038,Big 5 combined
839,Boulaye Dia,SEN,"FW,MF",Salernitana,it Serie A,27-166,1996,17,1143,67,37.4,12.7,0.94,83,0.63,0.39,29,0.08,0.35,0.71,2.36,-1.65,-1.65,-0.43,0.79,1.97,-1.18,-1.18,-0.09,https://fbref.com/en/players/244bc2c8/Boulaye-Dia,244bc2c8,Big 5 combined
840,Moussa Diaby,FRA,"FW,MF",Aston Villa,eng Premier League,24-298,1999,35,1926,55,61.1,21.4,1.03,74,0.14,0.61,23,0.00,1.91,1.78,1.50,0.28,+0.28,-0.82,1.49,1.42,0.07,+0.07,-0.27,https://fbref.com/en/players/aeed5c06/Moussa-Diaby,aeed5c06,Big 5 combined
841,Lamine Diack,SEN,MF,Nantes,fr Ligue 1,23-167,2000,1,1,1,0.0,0.0,0,,0,1,1,8,3.00,0,0,0,0.00,+0.65,0.0,0.0,0.0,0.00,+0.49,https://fbref.com/en/players/f4547573/Lamine-Diack,f4547573,Big 5 combined
842,Mouctar Diakhaby,GUI,"DF,MF",Valencia,es La Liga,27-133,1996,14,1073,77,37.3,11.9,1.01,84,0.76,0.17,31,0.17,1.14,0.92,1.26,-0.34,-0.34,-0.58,0.76,1.37,-0.61,-0.62,-0.69,https://fbref.com/en/players/d2110326/Mouctar-Diakhaby,d2110326,Big 5 combined
843,Mamadou Diakhon,FRA,"FW,MF",Reims,fr Ligue 1,18-221,2005,10,206,21,7.4,2.3,0.43,56,0.00,3.91,17,7.83,0.70,1.30,2.17,-0.87,-0.87,-0.70,1.48,1.96,-0.52,-0.52,-0.54,https://fbref.com/en/players/331c5a98/Mamadou-Diakhon,331c5a98,Big 5 combined
844,Bafodé Diakité,FRA,DF,Lille,fr Ligue 1,23-115,2001,18,1426,79,51.1,15.8,1.01,88,0.89,0.13,6,0.25,1.83,1.33,0.95,0.38,+0.38,-0.41,1.28,1.07,0.21,+0.21,-0.40,https://fbref.com/en/players/1bfb6fef/Bafode-Diakite,1bfb6fef,Big 5 combined
845,Ibrahim Diakité,GUI,DF,Reims,fr Ligue 1,20-182,2003,5,109,22,3.9,1.2,0.83,85,0.00,3.33,6,4.17,1.40,0.83,2.50,-1.67,-1.65,-1.48,1.67,1.50,0.17,+0.15,+0.18,https://fbref.com/en/players/d8c19a60/Ibrahim-Diakite,d8c19a60,Big 5 combined
846,Moussa Diakité,MLI,MF,Cádiz,es La Liga,20-178,2003,1,1,1,0.0,0.0,0,,0,1,1,1,1.00,0,0,0,0.00,+0.70,0.0,0.0,0.0,0.00,+0.46,https://fbref.com/en/players/d925b04e/Moussa-Diakite,d925b04e,Big 5 combined
847,Oumar Diakité,CIV,FW,Reims,fr Ligue 1,20-132,2003,25,1364,55,48.9,15.2,0.99,79,0.33,0.66,18,0.13,1.20,1.38,1.58,-0.20,-0.20,+0.05,1.19,1.61,-0.42,-0.42,-0.78,https://fbref.com/en/players/44435c8f/Oumar-Diakite,44435c8f,Big 5 combined
848,Amad Diallo,CIV,FW,Manchester Utd,eng Premier League,21-294,2002,5,155,31,5.1,1.7,0.00,,0.00,2.94,31,4.71,1.00,4.12,2.35,1.76,+1.74,+1.80,2.94,1.29,1.65,+1.62,+1.99,https://fbref.com/en/players/9dc96f10/Amad-Diallo,9dc96f10,Big 5 combined
849,Amadou Diallo,ENG,MF,Newcastle Utd,eng Premier League,21-075,2003,1,1,1,0.0,0.0,0,,0,1,1,5,3.00,0,0,0,0.00,-0.56,0.0,0.0,0.0,0.00,-0.25,https://fbref.com/en/players/e31708b2/Amadou-Diallo,e31708b2,Big 5 combined
850,Selu Diallo,ESP,MF,Alavés,es La Liga,20-212,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,,https://fbref.com/en/players/61636341/Selu-Diallo,61636341,Big 5 combined
851,Assane Diao,ESP,FW,Betis,es La Liga,18-236,2005,18,1048,58,35.3,11.6,1.12,68,0.17,0.43,33,0.86,1.50,1.21,0.78,0.43,+0.43,+0.57,1.35,1.22,0.14,+0.14,+0.51,https://fbref.com/en/players/8ae7d0ec/Assane-Diao,8ae7d0ec,Big 5 combined
852,Siren Diao,ESP,FW,Hellas Verona,it Serie A,19-100,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/94e74d8b/Siren-Diao,94e74d8b,Big 5 combined
853,Siren Diao,ESP,FW,Atalanta,it Serie A,19-100,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/94e74d8b/Siren-Diao,94e74d8b,Big 5 combined
854,Habib Diarra,SEN,"MF,FW",Strasbourg,fr Ligue 1,20-118,2004,29,2147,74,77.0,23.9,1.09,80,0.63,0.13,22,0.00,1.10,1.00,1.46,-0.46,-0.46,-0.60,1.11,1.24,-0.13,-0.13,-0.39,https://fbref.com/en/players/6d0fe035/Habib-Diarra,6d0fe035,Big 5 combined
855,Moussa Diarra,MLI,DF,Toulouse,fr Ligue 1,23-172,2000,20,1238,62,44.4,13.8,0.94,84,0.65,0.51,22,0.29,1.25,1.23,1.23,0.00,0.00,+0.12,0.93,1.59,-0.66,-0.66,-0.78,https://fbref.com/en/players/698f11e3/Moussa-Diarra,698f11e3,Big 5 combined
856,Rúben Dias,POR,DF,Manchester City,eng Premier League,26-352,1997,27,2289,85,74.8,25.4,0.98,90,0.98,0.08,20,0.16,2.22,2.20,1.06,1.14,+1.14,-1.08,2.15,0.91,1.24,+1.24,+0.66,https://fbref.com/en/players/31c69ef1/Ruben-Dias,31c69ef1,Big 5 combined
857,Krépin Diatta,SEN,"DF,FW",Monaco,fr Ligue 1,25-065,1999,23,969,42,34.7,10.8,0.83,85,0.74,1.30,15,0.09,2.04,1.85,1.39,0.46,+0.46,-0.13,1.44,1.25,0.19,+0.19,-0.07,https://fbref.com/en/players/8104e41e/Krepin-Diatta,8104e41e,Big 5 combined
858,Mory Diaw,SEN,GK,Clermont Foot,fr Ligue 1,30-313,1993,27,2430,90,87.1,27.0,1.00,90,1.00,0.00,,0.00,0.74,0.78,1.63,-0.85,-0.85,-0.35,1.08,1.77,-0.70,-0.69,+0.26,https://fbref.com/en/players/f41a69e6/Mory-Diaw,f41a69e6,Big 5 combined
859,Kandet Diawara,GUI,FW,Le Havre,fr Ligue 1,24-080,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/1f038218/Kandet-Diawara,1f038218,Big 5 combined
860,Mahamadou Diawara,FRA,MF,Lyon,fr Ligue 1,19-073,2005,10,347,35,12.4,3.9,1.03,52,0.00,1.54,24,1.03,1.40,1.54,2.05,-0.51,-0.52,-0.26,1.28,1.21,0.08,+0.07,+0.25,https://fbref.com/en/players/1906b842/Mahamadou-Diawara,1906b842,Big 5 combined
861,Sekou Diawara,BEL,FW,Udinese,it Serie A,20-082,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/cf6106b4/Sekou-Diawara,cf6106b4,Big 5 combined
862,Brahim Díaz,MAR,"FW,MF",Real Madrid,es La Liga,24-271,1999,28,1316,47,44.3,14.6,1.03,73,0.00,0.89,17,0.34,2.54,2.33,0.34,1.99,+1.98,+0.90,1.97,0.71,1.26,+1.26,+0.59,https://fbref.com/en/players/407feb71/Brahim-Diaz,407feb71,Big 5 combined
863,Junior Diaz,CIV,DF,Nantes,fr Ligue 1,20-282,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/22768e08/Junior-Diaz,22768e08,Big 5 combined
864,Luis Díaz,COL,FW,Liverpool,eng Premier League,27-108,1997,34,2410,71,76.5,26.8,1.08,79,0.41,0.19,24,0.00,2.12,2.16,1.16,1.01,+1.01,-0.69,2.16,1.18,0.99,+0.99,-0.33,https://fbref.com/en/players/4a1a9578/Luis-Diaz,4a1a9578,Big 5 combined
865,Víctor Díaz,ESP,"DF,MF",Granada,es La Liga,35-323,1988,4,162,41,5.5,1.8,1.11,63,0.00,1.11,19,7.78,0.75,0.56,4.44,-3.89,-3.89,-3.31,0.33,1.94,-1.61,-1.61,-1.20,https://fbref.com/en/players/3624ce4c/Victor-Diaz,3624ce4c,Big 5 combined
866,Matt Dibley-Dias,NZL,MF,Fulham,eng Premier League,20-081,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/979cb300/Matt-Dibley-Dias,979cb300,Big 5 combined
867,Famara Diedhiou,SEN,"FW,MF",Granada,es La Liga,31-137,1992,8,89,11,3.0,1.0,0.00,,0.00,8.00,11,8.00,0.50,2.00,3.00,-1.00,-1.01,-0.26,2.20,2.00,0.20,+0.20,+0.70,https://fbref.com/en/players/e447352c/Famara-Diedhiou,e447352c,Big 5 combined
868,Justin Diehl,GER,"FW,MF",Köln,de Bundesliga,19-155,2004,6,161,27,5.8,1.8,0.56,59,0.00,2.78,20,0.00,0.50,0.00,1.67,-1.67,-1.68,-0.75,0.56,2.22,-1.61,-1.64,-0.78,https://fbref.com/en/players/d82a310a/Justin-Diehl,d82a310a,Big 5 combined
869,Bamba Dieng,SEN,FW,Lorient,fr Ligue 1,24-038,2000,14,485,35,17.4,5.4,0.93,66,0.19,1.67,17,0.37,0.86,0.93,2.96,-2.04,-2.04,-1.53,1.11,1.87,-0.76,-0.76,-0.21,https://fbref.com/en/players/40774c6b/Bamba-Dieng,40774c6b,Big 5 combined
870,Eric Dier,ENG,DF,Tottenham,eng Premier League,30-106,1994,4,201,50,6.8,2.2,0.45,90,0.45,1.36,37,3.64,1.50,0.45,3.64,-3.18,-3.13,-3.88,1.18,3.14,-1.95,-1.94,-2.21,https://fbref.com/en/players/ac861941/Eric-Dier,ac861941,Big 5 combined
871,Eric Dier,ENG,DF,Bayern Munich,de Bundesliga,30-106,1994,13,1031,79,37.0,11.5,0.96,89,0.87,0.17,29,0.17,2.15,2.87,1.39,1.48,+1.48,-0.26,2.45,1.14,1.31,+1.32,-0.64,https://fbref.com/en/players/ac861941/Eric-Dier,ac861941,Big 5 combined
872,Guillaume Dietsch,FRA,GK,Metz,fr Ligue 1,23-013,2001,1,73,73,2.6,0.8,0.00,,0.00,1.25,73,37.5,1.00,1.25,1.25,0.00,0.00,+0.63,0.87,1.63,-0.75,-0.75,-0.19,https://fbref.com/en/players/e11a39aa/Guillaume-Dietsch,e11a39aa,Big 5 combined
873,Florian Dietz,GER,"FW,DF",Köln,de Bundesliga,25-271,1998,4,55,14,2.0,0.6,0.00,,0.00,6.67,14,8.33,0.50,0.00,1.67,-1.67,-1.64,-0.68,0.83,1.83,-1.00,-0.96,-0.07,https://fbref.com/en/players/8779ddf8/Florian-Dietz,8779ddf8,Big 5 combined
874,Lucas Digne,FRA,DF,Aston Villa,eng Premier League,30-285,1993,30,2141,71,68.0,23.8,1.01,84,0.67,0.25,19,0.00,1.90,2.14,1.34,0.80,+0.80,+0.62,1.66,1.47,0.19,+0.19,+0.03,https://fbref.com/en/players/1b84dbe1/Lucas-Digne,1b84dbe1,Big 5 combined
875,Federico Dimarco,ITA,DF,Inter,it Serie A,26-172,1997,27,1875,69,61.3,20.8,1.25,71,0.05,0.05,19,0.24,2.59,2.40,0.67,1.73,+1.73,-0.32,2.09,0.80,1.29,+1.29,-0.05,https://fbref.com/en/players/970b8574/Federico-Dimarco,970b8574,Big 5 combined
876,Stole Dimitrievski,MKD,GK,Rayo Vallecano,es La Liga,30-127,1993,33,2970,90,100.0,33.0,1.00,90,1.00,0.00,,0.00,1.03,0.82,1.27,-0.45,-0.45,,1.07,1.19,-0.12,-0.12,,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski,fc70e345,Big 5 combined
877,Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,de Bundesliga,23-161,2000,28,1803,64,64.6,20.0,1.15,73,0.20,0.25,26,0.00,1.46,1.45,1.15,0.30,+0.30,+0.39,1.16,1.42,-0.26,-0.25,-0.10,https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe,95bb6ddc,Big 5 combined
878,Eren Dinkçi,GER,"FW,MF",Heidenheim,de Bundesliga,22-139,2001,30,2417,81,86.6,26.9,1.12,81,0.22,0.00,,0.00,1.23,1.38,1.56,-0.19,-0.19,+0.54,1.12,1.63,-0.51,-0.51,+1.05,https://fbref.com/en/players/4ccd8957/Eren-Dinkci,4ccd8957,Big 5 combined
879,Sinaly Diomande,CIV,DF,Lyon,fr Ligue 1,23-021,2001,10,889,89,31.9,9.9,1.01,89,0.91,0.00,,0.61,0.60,0.51,1.62,-1.11,-1.11,-1.21,1.21,1.89,-0.68,-0.68,-0.77,https://fbref.com/en/players/6de23ab0/Sinaly-Diomande,6de23ab0,Big 5 combined
880,Edan Diop,FRA,"MF,DF",Monaco,fr Ligue 1,19-246,2004,9,158,18,5.7,1.8,0.00,,0.00,5.00,18,8.33,2.44,2.22,2.22,0.00,0.00,-0.58,1.33,3.06,-1.72,-1.77,-2.13,https://fbref.com/en/players/37143438/Edan-Diop,37143438,Big 5 combined
881,Issa Diop,FRA,DF,Fulham,eng Premier League,27-112,1997,16,1245,78,39.5,13.8,1.01,87,0.87,0.14,11,0.22,1.38,0.87,1.59,-0.72,-0.72,-1.01,1.11,1.98,-0.87,-0.87,-1.02,https://fbref.com/en/players/a712ca2b/Issa-Diop,a712ca2b,Big 5 combined
882,Sofiane Diop,FRA,FW,Nice,fr Ligue 1,23-326,2000,10,499,50,17.9,5.5,1.09,68,0.00,0.73,24,0.00,2.20,1.27,0.55,0.73,+0.72,+0.45,1.45,0.85,0.60,+0.60,+0.22,https://fbref.com/en/players/19053e31/Sofiane-Diop,19053e31,Big 5 combined
883,Andy Diouf,FRA,MF,Lens,fr Ligue 1,20-349,2003,25,1314,53,47.1,14.6,1.10,73,0.07,0.62,17,0.34,1.20,1.37,1.30,0.07,+0.07,-0.24,1.45,1.42,0.02,+0.02,-0.12,https://fbref.com/en/players/9b5237b1/Andy-Diouf,9b5237b1,Big 5 combined
884,Yehvann Diouf,FRA,GK,Reims,fr Ligue 1,24-166,1999,31,2790,90,100.0,31.0,1.00,90,1.00,0.00,,0.00,1.29,1.23,1.45,-0.23,-0.23,,1.33,1.35,-0.02,-0.02,,https://fbref.com/en/players/eedea60b/Yehvann-Diouf,eedea60b,Big 5 combined
885,Axel Disasi,FRA,DF,Chelsea,eng Premier League,26-050,1998,30,2571,86,86.6,28.6,1.01,89,0.94,0.03,1,0.07,1.47,1.75,1.75,0.00,0.00,-0.90,1.96,1.51,0.45,+0.45,+0.37,https://fbref.com/en/players/ad82197c/Axel-Disasi,ad82197c,Big 5 combined
886,Belmin Dizdarević,BIH,GK,Montpellier,fr Ligue 1,22-272,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/c0e2988a/Belmin-Dizdarevic,c0e2988a,Big 5 combined
887,Tiago Djaló,POR,DF,Juventus,it Serie A,24-021,2000,0,,,,,0,,0,0,,12,,,,,,,,,,,,https://fbref.com/en/players/b2336681/Tiago-Djalo,b2336681,Big 5 combined
888,Chaim El Djebali,TUN,MF,Lyon,fr Ligue 1,20-083,2004,1,12,12,0.4,0.1,0.00,,0.00,10.0,12,0.00,0.00,0.00,0.00,0.00,0.00,+0.29,0.00,1.00,-1.00,-0.54,-0.39,https://fbref.com/en/players/a1dbb2c7/Chaim-El-Djebali,a1dbb2c7,Big 5 combined
889,Djené,TOG,"DF,MF",Getafe,es La Liga,32-121,1991,29,2229,77,75.1,24.8,1.09,80,0.69,0.08,30,0.00,1.34,1.09,1.21,-0.12,-0.12,0.00,1.03,1.38,-0.35,-0.36,-0.35,https://fbref.com/en/players/a4971d84/Djene,a4971d84,Big 5 combined
890,Koffi Djidji,CIV,DF,Torino,it Serie A,31-152,1992,13,759,58,24.8,8.4,0.95,83,0.48,0.60,18,0.24,1.38,1.19,0.95,0.24,+0.24,+0.32,1.06,0.73,0.33,+0.34,+0.33,https://fbref.com/en/players/933d3b51/Koffi-Djidji,933d3b51,Big 5 combined
891,Berat Djimsiti,ALB,DF,Atalanta,it Serie A,31-071,1993,32,2625,82,88.4,29.2,1.03,86,0.92,0.07,24,0.03,1.78,1.92,1.06,0.86,+0.86,+1.64,1.49,1.08,0.41,+0.41,+0.60,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti,6eee05f1,Big 5 combined
892,Marko Dmitrović,SRB,GK,Sevilla,es La Liga,32-097,1992,13,1170,90,39.4,13.0,1.00,90,1.00,0.00,,1.38,0.62,1.08,1.92,-0.85,-0.85,-1.20,1.00,1.43,-0.43,-0.43,-0.25,https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic,ac295d9e,Big 5 combined
893,Ben Doak,SCO,FW,Liverpool,eng Premier League,18-171,2005,1,14,14,0.4,0.2,0.00,,0.00,5.00,14,40.0,1.00,0.00,0.00,0.00,0.00,-1.18,0.00,0.00,0.00,+0.24,-0.84,https://fbref.com/en/players/733f1a7d/Ben-Doak,733f1a7d,Big 5 combined
894,Ritsu Doan,JPN,"MF,DF",Freiburg,de Bundesliga,25-319,1998,27,1976,73,70.8,22.0,1.05,82,0.45,0.18,24,0.00,1.33,1.36,1.64,-0.27,-0.27,+0.39,1.46,1.50,-0.04,-0.04,-0.07,https://fbref.com/en/players/d01bbb6f/Ritsu-Doan,d01bbb6f,Big 5 combined
895,Lewis Dobbin,ENG,MF,Everton,eng Premier League,21-118,2003,11,210,19,6.7,2.3,0.43,65,0.00,4.35,15,6.09,0.73,0.87,1.30,-0.43,-0.43,-0.12,2.35,1.61,0.74,+0.72,+0.81,https://fbref.com/en/players/e814e1cf/Lewis-Dobbin,e814e1cf,Big 5 combined
896,Dodô,BRA,DF,Fiorentina,it Serie A,25-165,1998,7,343,49,11.5,3.8,1.32,65,0.53,0.53,9,1.32,1.43,1.32,2.63,-1.32,-1.31,-1.79,1.08,2.16,-1.08,-1.09,-1.37,https://fbref.com/en/players/b5f7d10b/Dodo,b5f7d10b,Big 5 combined
897,Danilho Doekhi,NED,DF,Union Berlin,de Bundesliga,25-305,1998,21,1890,90,67.7,21.0,1.00,90,1.00,0.00,,0.14,0.90,0.90,1.67,-0.76,-0.76,+0.04,1.16,1.38,-0.22,-0.22,+0.31,https://fbref.com/en/players/f67c9d29/Danilho-Doekhi,f67c9d29,Big 5 combined
898,Matt Doherty,IRL,"DF,MF",Wolves,eng Premier League,32-105,1992,28,1043,37,33.1,11.6,0.69,79,0.34,1.72,21,0.60,1.50,1.38,1.55,-0.17,-0.17,+0.04,1.28,1.78,-0.51,-0.51,-0.22,https://fbref.com/en/players/d557d734/Matt-Doherty,d557d734,Big 5 combined
899,Josh Doig,SCO,DF,Hellas Verona,it Serie A,21-348,2002,12,830,69,27.1,9.2,1.20,71,0.22,0.11,45,0.43,1.08,0.98,1.30,-0.33,-0.33,+0.12,0.64,1.26,-0.61,-0.61,-0.30,https://fbref.com/en/players/2f69d881/Josh-Doig,2f69d881,Big 5 combined
900,Josh Doig,SCO,DF,Sassuolo,it Serie A,21-348,2002,12,999,83,32.6,11.1,0.99,87,0.72,0.09,45,0.09,0.50,0.99,2.43,-1.44,-1.44,-1.00,0.95,1.81,-0.86,-0.85,-0.36,https://fbref.com/en/players/2f69d881/Josh-Doig,2f69d881,Big 5 combined
901,Jeremy Doku,BEL,"FW,MF",Manchester City,eng Premier League,21-339,2002,25,1456,58,47.6,16.2,1.05,76,0.37,0.49,21,0.12,2.28,2.72,1.11,1.60,+1.61,+0.37,2.18,0.94,1.24,+1.24,+0.32,https://fbref.com/en/players/fffea3e5/Jeremy-Doku,fffea3e5,Big 5 combined
902,Jeremy Doku,BEL,FW,Rennes,fr Ligue 1,21-339,2002,2,111,56,4.0,1.2,0.83,83,0.00,0.83,28,0.00,2.00,2.50,0.83,1.67,+1.62,+1.45,2.92,0.50,2.42,+2.30,+2.10,https://fbref.com/en/players/fffea3e5/Jeremy-Doku,fffea3e5,Big 5 combined
903,Jaume Doménech,ESP,GK,Valencia,es La Liga,33-177,1990,0,,,,,0,,0,0,,32,,,,,,,,,,,,https://fbref.com/en/players/c9cb972b/Jaume-Domenech,c9cb972b,Big 5 combined
904,Álex Domínguez,ESP,GK,Toulouse,fr Ligue 1,25-275,1998,0,,,,,0,,0,0,,31,,,,,,,,,,,,https://fbref.com/en/players/f240be08/Alex-Dominguez,f240be08,Big 5 combined
905,Carlos Dominguez,ESP,DF,Celta Vigo,es La Liga,23-079,2001,19,1424,75,47.9,15.8,1.01,85,0.70,0.19,22,0.82,1.11,1.27,1.58,-0.32,-0.32,+0.15,1.27,1.44,-0.17,-0.17,+0.02,https://fbref.com/en/players/3521abfe/Carlos-Dominguez,3521abfe,Big 5 combined
906,Javier Dominguez,ESP,DF,Celta Vigo,es La Liga,23-035,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/d54f823c/Javier-Dominguez,d54f823c,Big 5 combined
907,Mario Dominguez,ESP,FW,Valencia,es La Liga,20-080,2004,3,25,8,0.9,0.3,0.00,,0.00,10.0,8,13.3,0.33,0.00,3.33,-3.33,-3.60,-3.66,1.33,1.33,0.00,+0.03,+0.21,https://fbref.com/en/players/d709cd5c/Mario-Dominguez,d709cd5c,Big 5 combined
908,Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,eng Premier League,25-307,1998,24,1489,62,47.3,16.5,1.15,74,0.18,0.30,15,0.36,0.88,0.97,1.64,-0.67,-0.66,-0.29,1.12,1.25,-0.13,-0.13,-0.08,https://fbref.com/en/players/20b3a502/Nicolas-Dominguez,20b3a502,Big 5 combined
909,Nicolás Domínguez,ARG,MF,Bologna,it Serie A,25-307,1998,2,102,51,3.3,1.1,0.91,71,0.00,0.91,31,0.00,0.50,0.00,2.73,-2.73,-2.65,-3.41,0.91,0.82,0.09,+0.07,-0.27,https://fbref.com/en/players/20b3a502/Nicolas-Dominguez,20b3a502,Big 5 combined
910,Giulio Donati,ITA,DF,Monza,it Serie A,34-085,1990,3,16,5,0.5,0.2,0.00,,0.00,15.0,5,125.0,0.75,15.0,25.0,-10.00,-11.25,-11.07,0.50,2.50,-2.00,-2.36,-1.96,https://fbref.com/en/players/22051fbe/Giulio-Donati,22051fbe,Big 5 combined
911,Jamie Donley,ENG,FW,Tottenham,eng Premier League,19-118,2005,3,3,1,0.1,0.0,0,,0,3,1,9,2.33,0,1,-1,-30.00,-30.52,0.0,0.5,-0.5,-14.76,-14.89,https://fbref.com/en/players/5e4d9b48/Jamie-Donley,5e4d9b48,Big 5 combined
